method,sequence,run_id,frame_id,dynamic_map_points,suppressed_map_points,observed_unique_map_points,effective_dynamic_map_points,evidence_suppressed_map_points
Semantic,fr3_walking_rpy,run_02,502,0,0,1722,0,0
Semantic,fr3_walking_rpy,run_02,503,0,0,1560,0,0
Semantic,fr3_walking_rpy,run_02,504,0,0,1577,0,0
Semantic,fr3_walking_rpy,run_02,505,0,0,1547,0,0
Semantic,fr3_walking_rpy,run_02,506,0,0,1507,0,0
Semantic,fr3_walking_rpy,run_02,507,0,0,1580,0,0
Semantic,fr3_walking_rpy,run_02,508,0,0,1535,0,0
Semantic,fr3_walking_rpy,run_02,509,0,0,1459,0,0
Semantic,fr3_walking_rpy,run_02,510,0,0,1538,0,0
Semantic,fr3_walking_rpy,run_02,511,0,0,1517,0,0
Semantic,fr3_walking_rpy,run_02,512,0,0,1493,0,0
Semantic,fr3_walking_rpy,run_02,513,0,0,1470,0,0
Semantic,fr3_walking_rpy,run_02,514,0,0,1450,0,0
Semantic,fr3_walking_rpy,run_02,515,0,0,1418,0,0
Semantic,fr3_walking_rpy,run_02,516,0,0,1454,0,0
Semantic,fr3_walking_rpy,run_02,517,0,0,1403,0,0
Semantic,fr3_walking_rpy,run_02,518,0,0,1390,0,0
Semantic,fr3_walking_rpy,run_02,519,0,0,1273,0,0
Semantic,fr3_walking_rpy,run_02,520,0,0,1306,0,0
Semantic,fr3_walking_rpy,run_02,521,0,0,1340,0,0
Semantic,fr3_walking_rpy,run_02,522,0,0,1351,0,0
Semantic,fr3_walking_rpy,run_02,523,0,0,1235,0,0
Semantic,fr3_walking_rpy,run_02,524,0,0,1233,0,0
Semantic,fr3_walking_rpy,run_02,525,0,0,1101,0,0
Semantic,fr3_walking_rpy,run_02,526,0,0,1416,0,0
Semantic,fr3_walking_rpy,run_02,527,0,0,1365,0,0
Semantic,fr3_walking_rpy,run_02,528,0,0,1369,0,0
Semantic,fr3_walking_rpy,run_02,529,0,0,1183,88,0
Semantic,fr3_walking_rpy,run_02,530,0,0,1500,0,0
Semantic,fr3_walking_rpy,run_02,531,0,0,1422,280,0
Semantic,fr3_walking_rpy,run_02,532,0,0,1329,0,0
Semantic,fr3_walking_rpy,run_02,533,0,0,1437,0,0
Semantic,fr3_walking_rpy,run_02,534,0,0,1384,0,0
Semantic,fr3_walking_rpy,run_02,535,0,0,1363,276,0
Semantic,fr3_walking_rpy,run_02,536,0,0,1284,185,0
Semantic,fr3_walking_rpy,run_02,537,0,0,867,0,0
Semantic,fr3_walking_rpy,run_02,538,0,0,1266,0,0
Semantic,fr3_walking_rpy,run_02,539,0,0,1247,0,0
Semantic,fr3_walking_rpy,run_02,540,0,0,1263,0,0
Semantic,fr3_walking_rpy,run_02,541,0,0,1252,301,0
Semantic,fr3_walking_rpy,run_02,542,0,0,1108,137,0
Semantic,fr3_walking_rpy,run_02,543,0,0,815,93,0
Semantic,fr3_walking_rpy,run_02,544,0,0,1077,123,0
Semantic,fr3_walking_rpy,run_02,545,0,0,1032,76,0
Semantic,fr3_walking_rpy,run_02,546,0,0,1066,87,0
Semantic,fr3_walking_rpy,run_02,547,0,0,1015,106,0
Semantic,fr3_walking_rpy,run_02,548,0,0,1090,73,0
Semantic,fr3_walking_rpy,run_02,549,0,0,1105,108,0
Semantic,fr3_walking_rpy,run_02,550,0,0,761,47,0
Semantic,fr3_walking_rpy,run_02,551,0,0,1027,24,0
Semantic,fr3_walking_rpy,run_02,552,0,0,930,0,0
Semantic,fr3_walking_rpy,run_02,553,0,0,1427,145,0
Semantic,fr3_walking_rpy,run_02,554,0,0,1278,22,0
Semantic,fr3_walking_rpy,run_02,555,0,0,1058,19,0
Semantic,fr3_walking_rpy,run_02,556,0,0,1437,55,0
Semantic,fr3_walking_rpy,run_02,557,0,0,1383,146,0
Semantic,fr3_walking_rpy,run_02,558,0,0,1116,148,0
Semantic,fr3_walking_rpy,run_02,559,0,0,1416,180,0
Semantic,fr3_walking_rpy,run_02,560,0,0,1512,138,0
Semantic,fr3_walking_rpy,run_02,561,0,0,1551,121,0
Semantic,fr3_walking_rpy,run_02,562,0,0,1273,104,0
Semantic,fr3_walking_rpy,run_02,563,0,0,1436,100,0
Semantic,fr3_walking_rpy,run_02,564,0,0,1564,100,0
Semantic,fr3_walking_rpy,run_02,565,0,0,1418,100,0
Semantic,fr3_walking_rpy,run_02,566,0,0,1747,110,0
Semantic,fr3_walking_rpy,run_02,567,0,0,1779,113,0
Semantic,fr3_walking_rpy,run_02,568,0,0,1992,112,0
Semantic,fr3_walking_rpy,run_02,569,0,0,1626,95,0
Semantic,fr3_walking_rpy,run_02,570,0,0,1919,71,0
Semantic,fr3_walking_rpy,run_02,571,0,0,1966,199,0
Semantic,fr3_walking_rpy,run_02,572,0,0,1925,84,0
Semantic,fr3_walking_rpy,run_02,573,0,0,2024,0,0
Semantic,fr3_walking_rpy,run_02,574,0,0,2088,323,0
Semantic,fr3_walking_rpy,run_02,575,0,0,1992,232,0
Semantic,fr3_walking_rpy,run_02,576,0,0,2223,246,0
Semantic,fr3_walking_rpy,run_02,577,0,0,1618,164,0
Semantic,fr3_walking_rpy,run_02,578,0,0,1828,135,0
Semantic,fr3_walking_rpy,run_02,579,0,0,2097,151,0
Semantic,fr3_walking_rpy,run_02,580,0,0,1960,0,0
Semantic,fr3_walking_rpy,run_02,581,0,0,2010,363,0
Semantic,fr3_walking_rpy,run_02,582,0,0,2202,342,0
Semantic,fr3_walking_rpy,run_02,583,0,0,2391,345,0
Semantic,fr3_walking_rpy,run_02,584,0,0,2353,331,0
Semantic,fr3_walking_rpy,run_02,585,0,0,2018,160,0
Semantic,fr3_walking_rpy,run_02,586,0,0,2007,185,0
Semantic,fr3_walking_rpy,run_02,587,0,0,2113,190,0
Semantic,fr3_walking_rpy,run_02,588,0,0,2023,203,0
Semantic,fr3_walking_rpy,run_02,589,0,0,1789,196,0
Semantic,fr3_walking_rpy,run_02,590,0,0,2024,188,0
Semantic,fr3_walking_rpy,run_02,591,0,0,1446,36,0
Semantic,fr3_walking_rpy,run_02,592,0,0,2129,173,0
Semantic,fr3_walking_rpy,run_02,593,0,0,2052,147,0
Semantic,fr3_walking_rpy,run_02,594,0,0,1940,205,0
Semantic,fr3_walking_rpy,run_02,595,0,0,1905,288,0
Semantic,fr3_walking_rpy,run_02,596,0,0,1667,286,0
Semantic,fr3_walking_rpy,run_02,597,0,0,1818,431,0
Semantic,fr3_walking_rpy,run_02,598,0,0,1835,459,0
Semantic,fr3_walking_rpy,run_02,599,0,0,1230,325,0
Semantic,fr3_walking_rpy,run_02,600,0,0,1187,297,0
Semantic,fr3_walking_rpy,run_02,601,0,0,1357,339,0
Semantic,fr3_walking_rpy,run_02,602,0,0,1399,400,0
Semantic,fr3_walking_rpy,run_02,603,0,0,1383,383,0
Semantic,fr3_walking_rpy,run_02,604,0,0,1629,485,0
Semantic,fr3_walking_rpy,run_02,605,0,0,1423,393,0
Semantic,fr3_walking_rpy,run_02,606,0,0,1414,483,0
Semantic,fr3_walking_rpy,run_02,607,0,0,1313,454,0
Semantic,fr3_walking_rpy,run_02,608,0,0,1227,454,0
Semantic,fr3_walking_rpy,run_02,609,0,0,1326,553,0
Semantic,fr3_walking_rpy,run_02,610,0,0,1603,726,0
Semantic,fr3_walking_rpy,run_02,611,0,0,1435,579,0
Semantic,fr3_walking_rpy,run_02,612,0,0,1688,728,0
Semantic,fr3_walking_rpy,run_02,613,0,0,2236,1020,0
Semantic,fr3_walking_rpy,run_02,614,0,0,2259,980,0
Semantic,fr3_walking_rpy,run_02,615,0,0,2213,945,0
Semantic,fr3_walking_rpy,run_02,616,0,0,2391,945,0
Semantic,fr3_walking_rpy,run_02,617,0,0,2292,880,0
Semantic,fr3_walking_rpy,run_02,618,0,0,2033,716,0
Semantic,fr3_walking_rpy,run_02,619,0,0,1483,387,0
Semantic,fr3_walking_rpy,run_02,620,0,0,2289,527,0
Semantic,fr3_walking_rpy,run_02,621,0,0,2228,493,0
Semantic,fr3_walking_rpy,run_02,622,0,0,2329,465,0
Semantic,fr3_walking_rpy,run_02,623,0,0,2281,422,0
Semantic,fr3_walking_rpy,run_02,624,0,0,2341,387,0
Semantic,fr3_walking_rpy,run_02,625,0,0,2301,387,0
Semantic,fr3_walking_rpy,run_02,626,0,0,2261,412,0
Semantic,fr3_walking_rpy,run_02,627,0,0,2517,408,0
Semantic,fr3_walking_rpy,run_02,628,0,0,2438,362,0
Semantic,fr3_walking_rpy,run_02,629,0,0,2446,373,0
Semantic,fr3_walking_rpy,run_02,630,0,0,2477,353,0
Semantic,fr3_walking_rpy,run_02,631,0,0,2682,430,0
Semantic,fr3_walking_rpy,run_02,632,0,0,2464,346,0
Semantic,fr3_walking_rpy,run_02,633,0,0,2408,379,0
Semantic,fr3_walking_rpy,run_02,634,0,0,2436,359,0
Semantic,fr3_walking_rpy,run_02,635,0,0,2433,364,0
Semantic,fr3_walking_rpy,run_02,636,0,0,2569,427,0
Semantic,fr3_walking_rpy,run_02,637,0,0,2550,406,0
Semantic,fr3_walking_rpy,run_02,638,0,0,2630,426,0
Semantic,fr3_walking_rpy,run_02,639,0,0,2668,454,0
Semantic,fr3_walking_rpy,run_02,640,0,0,2641,413,0
Semantic,fr3_walking_rpy,run_02,641,0,0,2649,413,0
Semantic,fr3_walking_rpy,run_02,642,0,0,2619,465,0
Semantic,fr3_walking_rpy,run_02,643,0,0,2611,462,0
Semantic,fr3_walking_rpy,run_02,644,0,0,2439,363,0
Semantic,fr3_walking_rpy,run_02,645,0,0,2395,300,0
Semantic,fr3_walking_rpy,run_02,646,0,0,2275,328,0
Semantic,fr3_walking_rpy,run_02,647,0,0,2189,0,0
Semantic,fr3_walking_rpy,run_02,648,0,0,2154,0,0
Semantic,fr3_walking_rpy,run_02,649,0,0,2167,0,0
Semantic,fr3_walking_rpy,run_02,650,0,0,2527,0,0
Semantic,fr3_walking_rpy,run_02,651,0,0,2342,0,0
Semantic,fr3_walking_rpy,run_02,652,0,0,2570,0,0
Semantic,fr3_walking_rpy,run_02,653,0,0,2345,124,0
Semantic,fr3_walking_rpy,run_02,654,0,0,2539,96,0
Semantic,fr3_walking_rpy,run_02,655,0,0,2214,50,0
Semantic,fr3_walking_rpy,run_02,656,0,0,1911,32,0
Semantic,fr3_walking_rpy,run_02,657,0,0,2138,37,0
Semantic,fr3_walking_rpy,run_02,658,0,0,1896,53,0
Semantic,fr3_walking_rpy,run_02,659,0,0,1820,62,0
Semantic,fr3_walking_rpy,run_02,660,0,0,1967,54,0
Semantic,fr3_walking_rpy,run_02,661,0,0,2117,65,0
Semantic,fr3_walking_rpy,run_02,662,0,0,1657,37,0
Semantic,fr3_walking_rpy,run_02,663,0,0,1906,37,0
Semantic,fr3_walking_rpy,run_02,664,0,0,1857,0,0
Semantic,fr3_walking_rpy,run_02,665,0,0,2045,126,0
Semantic,fr3_walking_rpy,run_02,666,0,0,2177,0,0
Semantic,fr3_walking_rpy,run_02,667,0,0,1880,0,0
Semantic,fr3_walking_rpy,run_02,668,0,0,1800,0,0
Semantic,fr3_walking_rpy,run_02,669,0,0,1467,0,0
Semantic,fr3_walking_rpy,run_02,670,0,0,1894,0,0
Semantic,fr3_walking_rpy,run_02,671,0,0,2060,0,0
Semantic,fr3_walking_rpy,run_02,672,0,0,1977,0,0
Semantic,fr3_walking_rpy,run_02,673,0,0,230,199,0
Semantic,fr3_walking_rpy,run_02,681,0,0,149,0,0
Semantic,fr3_walking_rpy,run_02,685,0,0,1334,0,0
Semantic,fr3_walking_rpy,run_02,691,0,0,138,0,0
Semantic,fr3_walking_rpy,run_02,702,0,0,114,37,0
Semantic,fr3_walking_rpy,run_02,707,0,0,119,0,0
Semantic,fr3_walking_rpy,run_02,709,0,0,117,30,0
Semantic,fr3_walking_rpy,run_02,713,0,0,121,0,0
Semantic,fr3_walking_rpy,run_02,714,0,0,1184,0,0
Semantic,fr3_walking_rpy,run_02,716,0,0,1130,38,0
Semantic,fr3_walking_rpy,run_02,717,0,0,989,0,0
Semantic,fr3_walking_rpy,run_02,718,0,0,1392,0,0
Semantic,fr3_walking_rpy,run_02,719,0,0,1301,849,0
Semantic,fr3_walking_rpy,run_02,720,0,0,1144,50,0
Semantic,fr3_walking_rpy,run_02,721,0,0,1443,13,0
Semantic,fr3_walking_rpy,run_02,722,0,0,1446,1024,0
Semantic,fr3_walking_rpy,run_02,723,0,0,1245,5,0
Semantic,fr3_walking_rpy,run_02,724,0,0,1324,0,0
Semantic,fr3_walking_rpy,run_02,725,0,0,1304,827,0
Semantic,fr3_walking_rpy,run_02,726,0,0,1121,641,0
Semantic,fr3_walking_rpy,run_02,727,0,0,1116,660,0
Semantic,fr3_walking_rpy,run_02,728,0,0,1218,10,0
Semantic,fr3_walking_rpy,run_02,729,0,0,1332,3,0
Semantic,fr3_walking_rpy,run_02,730,0,0,1336,6,0
Semantic,fr3_walking_rpy,run_02,731,0,0,1371,878,0
Semantic,fr3_walking_rpy,run_02,732,0,0,1051,588,0
Semantic,fr3_walking_rpy,run_02,733,0,0,1142,178,0
Semantic,fr3_walking_rpy,run_02,734,0,0,1152,4,0
Semantic,fr3_walking_rpy,run_02,735,0,0,1378,791,0
Semantic,fr3_walking_rpy,run_02,736,0,0,1149,0,0
Semantic,fr3_walking_rpy,run_02,737,0,0,1408,0,0
Semantic,fr3_walking_rpy,run_02,738,0,0,1509,0,0
Semantic,fr3_walking_rpy,run_02,847,0,0,188,38,0
Semantic,fr3_walking_rpy,run_02,859,0,0,166,17,0
Semantic,fr3_walking_rpy,run_02,863,0,0,206,0,0
Semantic,fr3_walking_rpy,run_02,865,0,0,157,0,0
Semantic,fr3_walking_rpy,run_03,1,0,0,236,8,0
Semantic,fr3_walking_rpy,run_03,2,0,0,448,8,0
Semantic,fr3_walking_rpy,run_03,3,0,0,531,252,0
Semantic,fr3_walking_rpy,run_03,4,0,0,400,168,0
Semantic,fr3_walking_rpy,run_03,5,0,0,233,44,0
Semantic,fr3_walking_rpy,run_03,6,0,0,268,44,0
Semantic,fr3_walking_rpy,run_03,7,0,0,277,46,0
Semantic,fr3_walking_rpy,run_03,8,0,0,234,27,0
Semantic,fr3_walking_rpy,run_03,9,0,0,249,28,0
Semantic,fr3_walking_rpy,run_03,10,0,0,273,26,0
Semantic,fr3_walking_rpy,run_03,11,0,0,328,40,0
Semantic,fr3_walking_rpy,run_03,12,0,0,287,42,0
Semantic,fr3_walking_rpy,run_03,13,0,0,284,23,0
Semantic,fr3_walking_rpy,run_03,14,0,0,371,40,0
Semantic,fr3_walking_rpy,run_03,15,0,0,327,42,0
Semantic,fr3_walking_rpy,run_03,16,0,0,337,42,0
Semantic,fr3_walking_rpy,run_03,17,0,0,357,31,0
Semantic,fr3_walking_rpy,run_03,18,0,0,404,27,0
Semantic,fr3_walking_rpy,run_03,19,0,0,446,93,0
Semantic,fr3_walking_rpy,run_03,20,0,0,517,115,0
Semantic,fr3_walking_rpy,run_03,21,0,0,498,98,0
Semantic,fr3_walking_rpy,run_03,22,0,0,424,83,0
Semantic,fr3_walking_rpy,run_03,23,0,0,605,142,0
Semantic,fr3_walking_rpy,run_03,24,0,0,516,200,0
Semantic,fr3_walking_rpy,run_03,25,0,0,509,181,0
Semantic,fr3_walking_rpy,run_03,26,0,0,419,127,0
Semantic,fr3_walking_rpy,run_03,27,0,0,498,122,0
Semantic,fr3_walking_rpy,run_03,28,0,0,424,81,0
Semantic,fr3_walking_rpy,run_03,29,0,0,491,118,0
Semantic,fr3_walking_rpy,run_03,30,0,0,411,101,0
Semantic,fr3_walking_rpy,run_03,31,0,0,381,84,0
Semantic,fr3_walking_rpy,run_03,32,0,0,367,267,0
Semantic,fr3_walking_rpy,run_03,33,0,0,406,151,0
Semantic,fr3_walking_rpy,run_03,34,0,0,354,247,0
Semantic,fr3_walking_rpy,run_03,35,0,0,65,20,0
Semantic,fr3_walking_rpy,run_03,37,0,0,300,94,0
Semantic,fr3_walking_rpy,run_03,38,0,0,291,83,0
Semantic,fr3_walking_rpy,run_03,39,0,0,341,71,0
Semantic,fr3_walking_rpy,run_03,40,0,0,371,87,0
Semantic,fr3_walking_rpy,run_03,41,0,0,380,117,0
Semantic,fr3_walking_rpy,run_03,42,0,0,375,90,0
Semantic,fr3_walking_rpy,run_03,43,0,0,368,82,0
Semantic,fr3_walking_rpy,run_03,44,0,0,389,78,0
Semantic,fr3_walking_rpy,run_03,45,0,0,452,98,0
Semantic,fr3_walking_rpy,run_03,46,0,0,421,79,0
Semantic,fr3_walking_rpy,run_03,47,0,0,380,62,0
Semantic,fr3_walking_rpy,run_03,48,0,0,461,65,0
Semantic,fr3_walking_rpy,run_03,49,0,0,464,92,0
Semantic,fr3_walking_rpy,run_03,50,0,0,416,64,0
Semantic,fr3_walking_rpy,run_03,51,0,0,468,100,0
Semantic,fr3_walking_rpy,run_03,52,0,0,467,77,0
Semantic,fr3_walking_rpy,run_03,53,0,0,413,66,0
Semantic,fr3_walking_rpy,run_03,54,0,0,458,88,0
Semantic,fr3_walking_rpy,run_03,55,0,0,446,76,0
Semantic,fr3_walking_rpy,run_03,56,0,0,493,84,0
Semantic,fr3_walking_rpy,run_03,57,0,0,532,90,0
Semantic,fr3_walking_rpy,run_03,58,0,0,548,113,0
Semantic,fr3_walking_rpy,run_03,59,0,0,550,120,0
Semantic,fr3_walking_rpy,run_03,60,0,0,558,99,0
Semantic,fr3_walking_rpy,run_03,61,0,0,539,66,0
Semantic,fr3_walking_rpy,run_03,62,0,0,576,100,0
Semantic,fr3_walking_rpy,run_03,63,0,0,552,87,0
Semantic,fr3_walking_rpy,run_03,64,0,0,560,87,0
Semantic,fr3_walking_rpy,run_03,65,0,0,552,83,0
Semantic,fr3_walking_rpy,run_03,66,0,0,561,69,0
Semantic,fr3_walking_rpy,run_03,67,0,0,561,91,0
Semantic,fr3_walking_rpy,run_03,68,0,0,482,86,0
Semantic,fr3_walking_rpy,run_03,69,0,0,531,98,0
Semantic,fr3_walking_rpy,run_03,70,0,0,578,72,0
Semantic,fr3_walking_rpy,run_03,71,0,0,593,103,0
Semantic,fr3_walking_rpy,run_03,72,0,0,569,93,0
Semantic,fr3_walking_rpy,run_03,73,0,0,616,94,0
Semantic,fr3_walking_rpy,run_03,74,0,0,622,103,0
Semantic,fr3_walking_rpy,run_03,75,0,0,582,71,0
Semantic,fr3_walking_rpy,run_03,76,0,0,620,68,0
Semantic,fr3_walking_rpy,run_03,77,0,0,625,87,0
Semantic,fr3_walking_rpy,run_03,78,0,0,652,83,0
Semantic,fr3_walking_rpy,run_03,79,0,0,643,69,0
Semantic,fr3_walking_rpy,run_03,80,0,0,623,138,0
Semantic,fr3_walking_rpy,run_03,81,0,0,661,101,0
Semantic,fr3_walking_rpy,run_03,82,0,0,619,123,0
Semantic,fr3_walking_rpy,run_03,83,0,0,631,60,0
Semantic,fr3_walking_rpy,run_03,84,0,0,678,184,0
Semantic,fr3_walking_rpy,run_03,85,0,0,683,173,0
Semantic,fr3_walking_rpy,run_03,86,0,0,638,110,0
Semantic,fr3_walking_rpy,run_03,87,0,0,637,147,0
Semantic,fr3_walking_rpy,run_03,88,0,0,671,135,0
Semantic,fr3_walking_rpy,run_03,89,0,0,670,136,0
Semantic,fr3_walking_rpy,run_03,90,0,0,677,371,0
Semantic,fr3_walking_rpy,run_03,91,0,0,693,142,0
Semantic,fr3_walking_rpy,run_03,92,0,0,681,148,0
Semantic,fr3_walking_rpy,run_03,93,0,0,646,374,0
Semantic,fr3_walking_rpy,run_03,94,0,0,683,146,0
Semantic,fr3_walking_rpy,run_03,95,0,0,714,136,0
Semantic,fr3_walking_rpy,run_03,96,0,0,778,153,0
Semantic,fr3_walking_rpy,run_03,97,0,0,810,337,0
Semantic,fr3_walking_rpy,run_03,98,0,0,704,259,0
Semantic,fr3_walking_rpy,run_03,99,0,0,660,439,0
Semantic,fr3_walking_rpy,run_03,100,0,0,696,402,0
Semantic,fr3_walking_rpy,run_03,101,0,0,643,310,0
Semantic,fr3_walking_rpy,run_03,102,0,0,653,256,0
Semantic,fr3_walking_rpy,run_03,103,0,0,732,451,0
Semantic,fr3_walking_rpy,run_03,104,0,0,726,428,0
Semantic,fr3_walking_rpy,run_03,105,0,0,754,465,0
Semantic,fr3_walking_rpy,run_03,106,0,0,750,478,0
Semantic,fr3_walking_rpy,run_03,107,0,0,686,437,0
Semantic,fr3_walking_rpy,run_03,108,0,0,743,456,0
Semantic,fr3_walking_rpy,run_03,109,0,0,737,460,0
Semantic,fr3_walking_rpy,run_03,110,0,0,763,495,0
Semantic,fr3_walking_rpy,run_03,111,0,0,755,498,0
Semantic,fr3_walking_rpy,run_03,112,0,0,776,500,0
Semantic,fr3_walking_rpy,run_03,113,0,0,784,499,0
Semantic,fr3_walking_rpy,run_03,114,0,0,725,490,0
Semantic,fr3_walking_rpy,run_03,115,0,0,724,506,0
Semantic,fr3_walking_rpy,run_03,116,0,0,763,488,0
Semantic,fr3_walking_rpy,run_03,117,0,0,774,472,0
Semantic,fr3_walking_rpy,run_03,118,0,0,759,465,0
Semantic,fr3_walking_rpy,run_03,119,0,0,750,466,0
Semantic,fr3_walking_rpy,run_03,120,0,0,714,456,0
Semantic,fr3_walking_rpy,run_03,121,0,0,739,386,0
Semantic,fr3_walking_rpy,run_03,122,0,0,738,376,0
Semantic,fr3_walking_rpy,run_03,123,0,0,791,404,0
Semantic,fr3_walking_rpy,run_03,124,0,0,794,402,0
Semantic,fr3_walking_rpy,run_03,125,0,0,826,397,0
Semantic,fr3_walking_rpy,run_03,126,0,0,851,365,0
Semantic,fr3_walking_rpy,run_03,127,0,0,840,371,0
Semantic,fr3_walking_rpy,run_03,128,0,0,827,374,0
Semantic,fr3_walking_rpy,run_03,129,0,0,846,341,0
Semantic,fr3_walking_rpy,run_03,130,0,0,810,313,0
Semantic,fr3_walking_rpy,run_03,131,0,0,858,297,0
Semantic,fr3_walking_rpy,run_03,132,0,0,811,294,0
Semantic,fr3_walking_rpy,run_03,133,0,0,810,297,0
Semantic,fr3_walking_rpy,run_03,134,0,0,805,272,0
Semantic,fr3_walking_rpy,run_03,135,0,0,820,251,0
Semantic,fr3_walking_rpy,run_03,136,0,0,786,203,0
Semantic,fr3_walking_rpy,run_03,137,0,0,858,221,0
Semantic,fr3_walking_rpy,run_03,138,0,0,752,231,0
Semantic,fr3_walking_rpy,run_03,196,0,0,92,0,0
Semantic,fr3_walking_rpy,run_03,198,0,0,685,30,0
Semantic,fr3_walking_rpy,run_03,199,0,0,657,12,0
Semantic,fr3_walking_rpy,run_03,200,0,0,802,1,0
Semantic,fr3_walking_rpy,run_03,201,0,0,879,11,0
Semantic,fr3_walking_rpy,run_03,202,0,0,913,5,0
Semantic,fr3_walking_rpy,run_03,203,0,0,962,0,0
Semantic,fr3_walking_rpy,run_03,204,0,0,1010,3,0
Semantic,fr3_walking_rpy,run_03,205,0,0,1042,16,0
Semantic,fr3_walking_rpy,run_03,206,0,0,1077,0,0
Semantic,fr3_walking_rpy,run_03,207,0,0,1105,0,0
Semantic,fr3_walking_rpy,run_03,208,0,0,1138,0,0
Semantic,fr3_walking_rpy,run_03,209,0,0,1171,0,0
Semantic,fr3_walking_rpy,run_03,210,0,0,1158,37,0
Semantic,fr3_walking_rpy,run_03,211,0,0,859,17,0
Semantic,fr3_walking_rpy,run_03,212,0,0,732,22,0
Semantic,fr3_walking_rpy,run_03,213,0,0,1094,46,0
Semantic,fr3_walking_rpy,run_03,214,0,0,1109,32,0
Semantic,fr3_walking_rpy,run_03,215,0,0,1099,58,0
Semantic,fr3_walking_rpy,run_03,216,0,0,1066,100,0
Semantic,fr3_walking_rpy,run_03,217,0,0,1032,72,0
Semantic,fr3_walking_rpy,run_03,218,0,0,1015,135,0
Semantic,fr3_walking_rpy,run_03,219,0,0,923,167,0
Semantic,fr3_walking_rpy,run_03,220,0,0,911,131,0
Semantic,fr3_walking_rpy,run_03,221,0,0,894,126,0
Semantic,fr3_walking_rpy,run_03,222,0,0,915,122,0
Semantic,fr3_walking_rpy,run_03,223,0,0,915,119,0
Semantic,fr3_walking_rpy,run_03,224,0,0,897,114,0
Semantic,fr3_walking_rpy,run_03,225,0,0,928,115,0
Semantic,fr3_walking_rpy,run_03,226,0,0,955,130,0
Semantic,fr3_walking_rpy,run_03,227,0,0,957,119,0
Semantic,fr3_walking_rpy,run_03,228,0,0,957,129,0
Semantic,fr3_walking_rpy,run_03,287,0,0,70,43,0
Semantic,fr3_walking_rpy,run_03,302,0,0,889,0,0
Semantic,fr3_walking_rpy,run_03,311,0,0,60,0,0
Semantic,fr3_walking_rpy,run_03,319,0,0,50,0,0
Semantic,fr3_walking_rpy,run_03,320,0,0,160,0,0
Semantic,fr3_walking_rpy,run_03,331,0,0,895,0,0
Semantic,fr3_walking_rpy,run_03,334,0,0,44,1,0
Semantic,fr3_walking_rpy,run_03,336,0,0,904,55,0
Semantic,fr3_walking_rpy,run_03,341,0,0,922,0,0
Semantic,fr3_walking_rpy,run_03,343,0,0,60,0,0
Semantic,fr3_walking_rpy,run_03,348,0,0,44,0,0
Semantic,fr3_walking_rpy,run_03,350,0,0,953,0,0
Semantic,fr3_walking_rpy,run_03,352,0,0,957,0,0
Semantic,fr3_walking_rpy,run_03,356,0,0,84,0,0
Semantic,fr3_walking_rpy,run_03,357,0,0,70,0,0
Semantic,fr3_walking_rpy,run_03,358,0,0,74,0,0
Semantic,fr3_walking_rpy,run_03,360,0,0,74,0,0
Semantic,fr3_walking_rpy,run_03,361,0,0,111,0,0
Semantic,fr3_walking_rpy,run_03,362,0,0,70,0,0
Semantic,fr3_walking_rpy,run_03,363,0,0,129,0,0
Semantic,fr3_walking_rpy,run_03,364,0,0,123,0,0
Semantic,fr3_walking_rpy,run_03,365,0,0,1000,0,0
Semantic,fr3_walking_rpy,run_03,366,0,0,859,0,0
Semantic,fr3_walking_rpy,run_03,367,0,0,1350,0,0
Semantic,fr3_walking_rpy,run_03,368,0,0,1398,0,0
Semantic,fr3_walking_rpy,run_03,369,0,0,1404,1,0
Semantic,fr3_walking_rpy,run_03,370,0,0,1337,0,0
Semantic,fr3_walking_rpy,run_03,371,0,0,1352,0,0
Semantic,fr3_walking_rpy,run_03,372,0,0,1330,0,0
Semantic,fr3_walking_rpy,run_03,373,0,0,1277,2,0
Semantic,fr3_walking_rpy,run_03,374,0,0,1288,0,0
Semantic,fr3_walking_rpy,run_03,375,0,0,1247,0,0
Semantic,fr3_walking_rpy,run_03,376,0,0,1187,0,0
Semantic,fr3_walking_rpy,run_03,377,0,0,1174,0,0
Semantic,fr3_walking_rpy,run_03,378,0,0,1106,0,0
Semantic,fr3_walking_rpy,run_03,379,0,0,1104,0,0
Semantic,fr3_walking_rpy,run_03,380,0,0,1073,0,0
Semantic,fr3_walking_rpy,run_03,381,0,0,1037,0,0
Semantic,fr3_walking_rpy,run_03,382,0,0,997,0,0
Semantic,fr3_walking_rpy,run_03,383,0,0,1039,0,0
Semantic,fr3_walking_rpy,run_03,384,0,0,1010,0,0
Semantic,fr3_walking_rpy,run_03,385,0,0,998,0,0
Semantic,fr3_walking_rpy,run_03,386,0,0,1021,0,0
Semantic,fr3_walking_rpy,run_03,387,0,0,1046,0,0
Semantic,fr3_walking_rpy,run_03,388,0,0,1038,0,0
Semantic,fr3_walking_rpy,run_03,389,0,0,1066,0,0
Semantic,fr3_walking_rpy,run_03,390,0,0,1115,0,0
Semantic,fr3_walking_rpy,run_03,391,0,0,1103,0,0
Semantic,fr3_walking_rpy,run_03,392,0,0,1118,1,0
Semantic,fr3_walking_rpy,run_03,393,0,0,1178,1,0
Semantic,fr3_walking_rpy,run_03,394,0,0,1152,6,0
Semantic,fr3_walking_rpy,run_03,395,0,0,1223,16,0
