sequence,sample_order,frame_id,timestamp,association_row,rgb_relative_path,rgb_source,minimum_valid_projections,semantic_unique_projections,temporal_unique_projections,selection_rule,preview_projection_source,preview_visible_mappoints,context_frame_ids
fr3_walking_xyz,1,2,1341846313.686156,2,rgb/1341846313.686156.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_xyz/rgb/1341846313.686156.png,20,447,449,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,447,0;1;2;3;4
fr3_walking_halfsphere,7,70,1341846437.126102,70,rgb/1341846437.126102.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846437.126102.png,20,664,699,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,664,68;69;70;71;72
fr3_walking_halfsphere,8,112,1341846438.697986,112,rgb/1341846438.697986.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846438.697986.png,20,950,886,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,948,110;111;112;113;114
fr3_walking_halfsphere,9,123,1341846439.070117,123,rgb/1341846439.070117.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846439.070117.png,20,1057,989,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1057,121;122;123;124;125
fr3_walking_halfsphere,10,134,1341846439.437979,134,rgb/1341846439.437979.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846439.437979.png,20,1103,1049,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1103,132;133;134;135;136
fr3_walking_halfsphere,11,146,1341846439.846398,146,rgb/1341846439.846398.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846439.846398.png,20,1010,935,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1010,144;145;146;147;148
fr3_walking_halfsphere,12,157,1341846440.242218,157,rgb/1341846440.242218.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846440.242218.png,20,967,1010,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,967,155;156;157;158;159
fr3_walking_halfsphere,13,169,1341846440.642042,169,rgb/1341846440.642042.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846440.642042.png,20,816,886,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,815,167;168;169;170;171
fr3_walking_halfsphere,14,180,1341846441.052118,180,rgb/1341846441.052118.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846441.052118.png,20,836,878,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,836,178;179;180;181;182
fr3_walking_halfsphere,15,191,1341846441.445996,191,rgb/1341846441.445996.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846441.445996.png,20,766,815,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,766,189;190;191;192;193
fr3_walking_halfsphere,16,203,1341846441.882149,203,rgb/1341846441.882149.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846441.882149.png,20,902,963,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,902,201;202;203;204;205
fr3_walking_halfsphere,17,214,1341846442.286112,214,rgb/1341846442.286112.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846442.286112.png,20,1027,1184,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1027,212;213;214;215;216
fr3_walking_halfsphere,18,305,1341846445.570063,305,rgb/1341846445.570063.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846445.570063.png,20,1650,1758,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1649,303;304;305;306;307
fr3_walking_halfsphere,19,316,1341846445.938036,316,rgb/1341846445.938036.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846445.938036.png,20,1698,1833,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1698,314;315;316;317;318
fr3_walking_halfsphere,20,327,1341846446.306170,327,rgb/1341846446.306170.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846446.306170.png,20,1744,1857,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1743,325;326;327;328;329
fr3_walking_halfsphere,21,339,1341846446.710293,339,rgb/1341846446.710293.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846446.710293.png,20,1370,1343,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1369,337;338;339;340;341
fr3_walking_halfsphere,22,350,1341846447.179789,350,rgb/1341846447.179789.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846447.179789.png,20,1398,1417,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1398,348;349;350;351;352
fr3_walking_halfsphere,23,361,1341846447.551976,361,rgb/1341846447.551976.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846447.551976.png,20,1446,1292,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1446,359;360;361;362;363
fr3_walking_halfsphere,24,373,1341846447.956316,373,rgb/1341846447.956316.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846447.956316.png,20,1483,1553,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1483,371;372;373;374;375
fr3_walking_halfsphere,25,384,1341846448.385982,384,rgb/1341846448.385982.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846448.385982.png,20,1526,1522,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1526,382;383;384;385;386
fr3_walking_halfsphere,26,396,1341846448.786053,396,rgb/1341846448.786053.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846448.786053.png,20,1523,1507,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1523,394;395;396;397;398
fr3_walking_halfsphere,27,407,1341846449.158114,407,rgb/1341846449.158114.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846449.158114.png,20,1796,1787,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1796,405;406;407;408;409
fr3_walking_halfsphere,28,418,1341846449.525989,418,rgb/1341846449.525989.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846449.525989.png,20,1815,1401,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1815,416;417;418;419;420
fr3_walking_halfsphere,29,430,1341846449.925963,430,rgb/1341846449.925963.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846449.925963.png,20,1623,1714,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1623,428;429;430;431;432
fr3_walking_halfsphere,30,441,1341846450.294220,441,rgb/1341846450.294220.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846450.294220.png,20,1759,1846,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1759,439;440;441;442;443
fr3_walking_halfsphere,31,453,1341846450.698174,453,rgb/1341846450.698174.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846450.698174.png,20,1523,1616,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1523,451;452;453;454;455
fr3_walking_halfsphere,32,464,1341846451.068370,464,rgb/1341846451.068370.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846451.068370.png,20,1477,1459,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1476,462;463;464;465;466
fr3_walking_halfsphere,33,475,1341846451.470107,475,rgb/1341846451.470107.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846451.470107.png,20,1223,1200,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1220,473;474;475;476;477
fr3_walking_halfsphere,34,487,1341846451.870027,487,rgb/1341846451.870027.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846451.870027.png,20,1864,1281,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1861,485;486;487;488;489
fr3_walking_halfsphere,35,498,1341846452.238073,498,rgb/1341846452.238073.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846452.238073.png,20,1730,1481,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1725,496;497;498;499;500
fr3_walking_halfsphere,36,509,1341846452.610038,509,rgb/1341846452.610038.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846452.610038.png,20,1811,1145,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1811,507;508;509;510;511
fr3_walking_halfsphere,37,521,1341846453.046005,521,rgb/1341846453.046005.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846453.046005.png,20,2151,1459,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,2151,519;520;521;522;523
fr3_walking_halfsphere,38,532,1341846453.520074,532,rgb/1341846453.520074.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846453.520074.png,20,1434,1443,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1432,530;531;532;533;534
fr3_walking_halfsphere,39,910,1341846466.718096,910,rgb/1341846466.718096.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846466.718096.png,20,1345,1528,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1344,908;909;910;911;912
fr3_walking_halfsphere,40,1015,1341846470.438051,1015,rgb/1341846470.438051.png,/home/djn/datasets/TUMRGBD/rgbd_dataset_freiburg3_walking_halfsphere/rgb/1341846470.438051.png,20,1591,1717,uniform over eligible frames; no prediction/score/GT/image-content selection,Semantic run_01 geometry only; neutral markers,1588,1013;1014;1015;1016;1017
