sequence,frame_id,timestamp,rgb_relative_path,semantic_unique_projections,temporal_unique_projections,context_available,both_ge_20,both_ge_10,both_ge_5,both_ge_1
fr3_walking_xyz,635,1341846335.806271,rgb/1341846335.806271.png,2931,1442,1,1,1,1,1
fr3_walking_xyz,636,1341846335.842031,rgb/1341846335.842031.png,2635,1541,1,1,1,1,1
fr3_walking_xyz,637,1341846335.873966,rgb/1341846335.873966.png,2597,1487,1,1,1,1,1
fr3_walking_xyz,638,1341846335.910005,rgb/1341846335.910005.png,2801,1512,1,1,1,1,1
fr3_walking_xyz,639,1341846335.941936,rgb/1341846335.941936.png,2680,1249,1,1,1,1,1
fr3_walking_xyz,640,1341846335.974198,rgb/1341846335.974198.png,2749,1525,1,1,1,1,1
fr3_walking_xyz,641,1341846336.010032,rgb/1341846336.010032.png,2669,1774,1,1,1,1,1
fr3_walking_xyz,642,1341846336.042129,rgb/1341846336.042129.png,2193,1485,1,1,1,1,1
fr3_walking_xyz,643,1341846336.078076,rgb/1341846336.078076.png,2621,1155,1,1,1,1,1
fr3_walking_xyz,644,1341846336.110739,rgb/1341846336.110739.png,2750,1181,1,1,1,1,1
fr3_walking_xyz,645,1341846336.142002,rgb/1341846336.142002.png,2823,1170,1,1,1,1,1
fr3_walking_xyz,646,1341846336.183953,rgb/1341846336.183953.png,2883,1346,1,1,1,1,1
fr3_walking_xyz,647,1341846336.241891,rgb/1341846336.241891.png,2958,1226,1,1,1,1,1
fr3_walking_xyz,648,1341846336.277946,rgb/1341846336.277946.png,3082,1440,1,1,1,1,1
fr3_walking_xyz,649,1341846336.309977,rgb/1341846336.309977.png,3044,1818,1,1,1,1,1
fr3_walking_xyz,650,1341846336.346143,rgb/1341846336.346143.png,2806,1722,1,1,1,1,1
fr3_walking_xyz,651,1341846336.377975,rgb/1341846336.377975.png,3092,1698,1,1,1,1,1
fr3_walking_xyz,652,1341846336.410032,rgb/1341846336.410032.png,2831,1289,1,1,1,1,1
fr3_walking_xyz,653,1341846336.446041,rgb/1341846336.446041.png,2835,1204,1,1,1,1,1
fr3_walking_xyz,654,1341846336.477990,rgb/1341846336.477990.png,2993,1359,1,1,1,1,1
fr3_walking_xyz,655,1341846336.510056,rgb/1341846336.510056.png,2900,1332,1,1,1,1,1
fr3_walking_xyz,656,1341846336.546024,rgb/1341846336.546024.png,2642,1480,1,1,1,1,1
fr3_walking_xyz,657,1341846336.578003,rgb/1341846336.578003.png,2483,1524,1,1,1,1,1
fr3_walking_xyz,658,1341846336.614020,rgb/1341846336.614020.png,2597,1579,1,1,1,1,1
fr3_walking_xyz,659,1341846336.645982,rgb/1341846336.645982.png,3008,1532,1,1,1,1,1
fr3_walking_xyz,660,1341846336.678036,rgb/1341846336.678036.png,2718,1521,1,1,1,1,1
fr3_walking_xyz,661,1341846336.714024,rgb/1341846336.714024.png,3410,1592,1,1,1,1,1
fr3_walking_xyz,662,1341846336.746016,rgb/1341846336.746016.png,2955,1622,1,1,1,1,1
fr3_walking_xyz,663,1341846336.778014,rgb/1341846336.778014.png,3307,1503,1,1,1,1,1
fr3_walking_xyz,664,1341846336.820006,rgb/1341846336.820006.png,3413,1797,1,1,1,1,1
fr3_walking_xyz,665,1341846336.882056,rgb/1341846336.882056.png,3066,1672,1,1,1,1,1
fr3_walking_xyz,666,1341846336.914273,rgb/1341846336.914273.png,2786,1693,1,1,1,1,1
fr3_walking_xyz,667,1341846336.945998,rgb/1341846336.945998.png,2862,1651,1,1,1,1,1
fr3_walking_xyz,668,1341846336.981980,rgb/1341846336.981980.png,2797,1587,1,1,1,1,1
fr3_walking_xyz,669,1341846337.014238,rgb/1341846337.014238.png,3054,1659,1,1,1,1,1
fr3_walking_xyz,670,1341846337.046017,rgb/1341846337.046017.png,2937,1670,1,1,1,1,1
fr3_walking_xyz,671,1341846337.082104,rgb/1341846337.082104.png,3259,1698,1,1,1,1,1
fr3_walking_xyz,672,1341846337.114317,rgb/1341846337.114317.png,3032,1729,1,1,1,1,1
fr3_walking_xyz,673,1341846337.150037,rgb/1341846337.150037.png,2957,1665,1,1,1,1,1
fr3_walking_xyz,674,1341846337.181873,rgb/1341846337.181873.png,2262,1663,1,1,1,1,1
fr3_walking_xyz,675,1341846337.214073,rgb/1341846337.214073.png,2047,2179,1,1,1,1,1
fr3_walking_xyz,676,1341846337.250087,rgb/1341846337.250087.png,2014,2220,1,1,1,1,1
fr3_walking_xyz,677,1341846337.282028,rgb/1341846337.282028.png,1896,2183,1,1,1,1,1
fr3_walking_xyz,678,1341846337.317920,rgb/1341846337.317920.png,2285,2283,1,1,1,1,1
fr3_walking_xyz,679,1341846337.350018,rgb/1341846337.350018.png,2208,1996,1,1,1,1,1
fr3_walking_xyz,680,1341846337.382159,rgb/1341846337.382159.png,3000,2018,1,1,1,1,1
fr3_walking_xyz,681,1341846337.417941,rgb/1341846337.417941.png,2664,2388,1,1,1,1,1
fr3_walking_xyz,682,1341846337.450137,rgb/1341846337.450137.png,2619,2432,1,1,1,1,1
fr3_walking_xyz,683,1341846337.482096,rgb/1341846337.482096.png,2461,2405,1,1,1,1,1
fr3_walking_xyz,684,1341846337.518008,rgb/1341846337.518008.png,1908,2133,1,1,1,1,1
fr3_walking_xyz,685,1341846337.549978,rgb/1341846337.549978.png,2066,2084,1,1,1,1,1
fr3_walking_xyz,686,1341846337.585971,rgb/1341846337.585971.png,2182,2388,1,1,1,1,1
fr3_walking_xyz,687,1341846337.617903,rgb/1341846337.617903.png,2324,2153,1,1,1,1,1
fr3_walking_xyz,688,1341846337.650141,rgb/1341846337.650141.png,2737,1702,1,1,1,1,1
fr3_walking_xyz,689,1341846337.686352,rgb/1341846337.686352.png,2288,1905,1,1,1,1,1
fr3_walking_xyz,690,1341846337.718002,rgb/1341846337.718002.png,2368,1790,1,1,1,1,1
fr3_walking_xyz,691,1341846337.749920,rgb/1341846337.749920.png,3227,1607,1,1,1,1,1
fr3_walking_xyz,692,1341846337.786157,rgb/1341846337.786157.png,3200,2042,1,1,1,1,1
fr3_walking_xyz,693,1341846337.817945,rgb/1341846337.817945.png,3292,1689,1,1,1,1,1
fr3_walking_xyz,694,1341846337.854071,rgb/1341846337.854071.png,3702,1842,1,1,1,1,1
fr3_walking_xyz,695,1341846337.885951,rgb/1341846337.885951.png,3705,1855,1,1,1,1,1
fr3_walking_xyz,696,1341846337.918223,rgb/1341846337.918223.png,4142,1907,1,1,1,1,1
fr3_walking_xyz,697,1341846337.954120,rgb/1341846337.954120.png,4158,1781,1,1,1,1,1
fr3_walking_xyz,698,1341846337.985994,rgb/1341846337.985994.png,4127,1851,1,1,1,1,1
fr3_walking_xyz,699,1341846338.018107,rgb/1341846338.018107.png,4088,1834,1,1,1,1,1
fr3_walking_xyz,700,1341846338.054055,rgb/1341846338.054055.png,3257,1867,1,1,1,1,1
fr3_walking_xyz,701,1341846338.085986,rgb/1341846338.085986.png,3536,1872,1,1,1,1,1
fr3_walking_xyz,702,1341846338.121875,rgb/1341846338.121875.png,3280,1804,1,1,1,1,1
fr3_walking_xyz,703,1341846338.154089,rgb/1341846338.154089.png,3291,1938,1,1,1,1,1
fr3_walking_xyz,704,1341846338.186029,rgb/1341846338.186029.png,3331,1935,1,1,1,1,1
fr3_walking_xyz,705,1341846338.222071,rgb/1341846338.222071.png,3117,1812,1,1,1,1,1
fr3_walking_xyz,706,1341846338.254107,rgb/1341846338.254107.png,3851,1843,1,1,1,1,1
fr3_walking_xyz,707,1341846338.290130,rgb/1341846338.290130.png,3727,1834,1,1,1,1,1
fr3_walking_xyz,708,1341846338.321952,rgb/1341846338.321952.png,3687,1849,1,1,1,1,1
fr3_walking_xyz,709,1341846338.354022,rgb/1341846338.354022.png,3631,1882,1,1,1,1,1
fr3_walking_xyz,710,1341846338.389969,rgb/1341846338.389969.png,3204,1895,1,1,1,1,1
fr3_walking_xyz,711,1341846338.422377,rgb/1341846338.422377.png,3339,1891,1,1,1,1,1
fr3_walking_xyz,712,1341846338.454010,rgb/1341846338.454010.png,3512,1971,1,1,1,1,1
fr3_walking_xyz,713,1341846338.489894,rgb/1341846338.489894.png,3312,2024,1,1,1,1,1
fr3_walking_xyz,714,1341846338.522066,rgb/1341846338.522066.png,3533,1970,1,1,1,1,1
fr3_walking_xyz,715,1341846338.558058,rgb/1341846338.558058.png,3547,1990,1,1,1,1,1
fr3_walking_xyz,716,1341846338.589842,rgb/1341846338.589842.png,3557,2038,1,1,1,1,1
fr3_walking_xyz,717,1341846338.622019,rgb/1341846338.622019.png,3641,2129,1,1,1,1,1
fr3_walking_xyz,718,1341846338.657984,rgb/1341846338.657984.png,3753,2166,1,1,1,1,1
fr3_walking_xyz,719,1341846338.690198,rgb/1341846338.690198.png,3882,2120,1,1,1,1,1
fr3_walking_xyz,720,1341846338.722454,rgb/1341846338.722454.png,3859,2153,1,1,1,1,1
fr3_walking_xyz,721,1341846338.757945,rgb/1341846338.757945.png,3454,2179,1,1,1,1,1
fr3_walking_xyz,722,1341846338.790039,rgb/1341846338.790039.png,3283,2094,1,1,1,1,1
fr3_walking_xyz,723,1341846338.826048,rgb/1341846338.826048.png,3705,2011,1,1,1,1,1
fr3_walking_xyz,724,1341846338.858027,rgb/1341846338.858027.png,3674,2037,1,1,1,1,1
fr3_walking_xyz,725,1341846338.889902,rgb/1341846338.889902.png,3310,2064,1,1,1,1,1
fr3_walking_xyz,726,1341846338.925948,rgb/1341846338.925948.png,2581,1871,1,1,1,1,1
fr3_walking_xyz,727,1341846338.958108,rgb/1341846338.958108.png,2657,2118,1,1,1,1,1
fr3_walking_xyz,728,1341846338.990057,rgb/1341846338.990057.png,2424,2198,1,1,1,1,1
fr3_walking_xyz,729,1341846339.025928,rgb/1341846339.025928.png,2456,2035,1,1,1,1,1
fr3_walking_xyz,730,1341846339.057939,rgb/1341846339.057939.png,3181,2390,1,1,1,1,1
fr3_walking_xyz,731,1341846339.093927,rgb/1341846339.093927.png,3554,2327,1,1,1,1,1
fr3_walking_xyz,732,1341846339.126562,rgb/1341846339.126562.png,3400,2226,1,1,1,1,1
fr3_walking_xyz,733,1341846339.157969,rgb/1341846339.157969.png,3522,2162,1,1,1,1,1
fr3_walking_xyz,734,1341846339.194113,rgb/1341846339.194113.png,3840,2200,1,1,1,1,1
fr3_walking_xyz,735,1341846339.228165,rgb/1341846339.228165.png,3527,2082,1,1,1,1,1
fr3_walking_xyz,736,1341846339.257998,rgb/1341846339.257998.png,3700,1859,1,1,1,1,1
fr3_walking_xyz,737,1341846339.294132,rgb/1341846339.294132.png,4158,2271,1,1,1,1,1
fr3_walking_xyz,738,1341846339.326577,rgb/1341846339.326577.png,3729,1837,1,1,1,1,1
fr3_walking_xyz,739,1341846339.362269,rgb/1341846339.362269.png,3416,1903,1,1,1,1,1
fr3_walking_xyz,740,1341846339.394725,rgb/1341846339.394725.png,3923,1855,1,1,1,1,1
fr3_walking_xyz,741,1341846339.462186,rgb/1341846339.462186.png,4167,1818,1,1,1,1,1
fr3_walking_xyz,742,1341846339.496743,rgb/1341846339.496743.png,4201,1865,1,1,1,1,1
fr3_walking_xyz,743,1341846339.562052,rgb/1341846339.562052.png,4043,1696,1,1,1,1,1
fr3_walking_xyz,744,1341846339.595122,rgb/1341846339.595122.png,4447,1625,1,1,1,1,1
fr3_walking_xyz,745,1341846339.632085,rgb/1341846339.632085.png,3792,1689,1,1,1,1,1
fr3_walking_xyz,746,1341846339.664568,rgb/1341846339.664568.png,3773,1652,1,1,1,1,1
fr3_walking_xyz,747,1341846339.698896,rgb/1341846339.698896.png,4047,1628,1,1,1,1,1
fr3_walking_xyz,748,1341846339.731977,rgb/1341846339.731977.png,3973,1526,1,1,1,1,1
fr3_walking_xyz,749,1341846339.762241,rgb/1341846339.762241.png,3967,1588,1,1,1,1,1
fr3_walking_xyz,750,1341846339.797873,rgb/1341846339.797873.png,3723,1503,1,1,1,1,1
fr3_walking_xyz,751,1341846339.830245,rgb/1341846339.830245.png,3736,1485,1,1,1,1,1
fr3_walking_xyz,752,1341846339.862015,rgb/1341846339.862015.png,2863,1502,1,1,1,1,1
fr3_walking_xyz,753,1341846339.897797,rgb/1341846339.897797.png,3260,1509,1,1,1,1,1
fr3_walking_xyz,754,1341846339.929916,rgb/1341846339.929916.png,2911,1534,1,1,1,1,1
fr3_walking_xyz,755,1341846339.961960,rgb/1341846339.961960.png,3347,1476,1,1,1,1,1
fr3_walking_xyz,756,1341846339.997845,rgb/1341846339.997845.png,3267,1227,1,1,1,1,1
fr3_walking_xyz,757,1341846340.029925,rgb/1341846340.029925.png,3113,1407,1,1,1,1,1
fr3_walking_xyz,758,1341846340.066044,rgb/1341846340.066044.png,2406,1499,1,1,1,1,1
fr3_walking_xyz,759,1341846340.098009,rgb/1341846340.098009.png,3328,1332,1,1,1,1,1
fr3_walking_xyz,760,1341846340.130102,rgb/1341846340.130102.png,3426,1620,1,1,1,1,1
fr3_walking_xyz,761,1341846340.166041,rgb/1341846340.166041.png,3233,1375,1,1,1,1,1
fr3_walking_xyz,762,1341846340.197867,rgb/1341846340.197867.png,3619,1354,1,1,1,1,1
fr3_walking_xyz,763,1341846340.229904,rgb/1341846340.229904.png,2931,1355,1,1,1,1,1
fr3_walking_xyz,764,1341846340.265859,rgb/1341846340.265859.png,3103,1338,1,1,1,1,1
fr3_walking_xyz,765,1341846340.298061,rgb/1341846340.298061.png,3273,1354,1,1,1,1,1
fr3_walking_xyz,766,1341846340.334063,rgb/1341846340.334063.png,2924,1450,1,1,1,1,1
fr3_walking_xyz,767,1341846340.366064,rgb/1341846340.366064.png,3210,1421,1,1,1,1,1
fr3_walking_xyz,768,1341846340.397995,rgb/1341846340.397995.png,2774,1388,1,1,1,1,1
fr3_walking_xyz,769,1341846340.433895,rgb/1341846340.433895.png,3296,1481,1,1,1,1,1
fr3_walking_xyz,770,1341846340.465959,rgb/1341846340.465959.png,3288,1323,1,1,1,1,1
fr3_walking_xyz,771,1341846340.501858,rgb/1341846340.501858.png,2567,1222,1,1,1,1,1
fr3_walking_xyz,772,1341846340.534329,rgb/1341846340.534329.png,2471,1450,1,1,1,1,1
fr3_walking_xyz,773,1341846340.566041,rgb/1341846340.566041.png,3308,1541,1,1,1,1,1
fr3_walking_xyz,774,1341846340.601909,rgb/1341846340.601909.png,3176,1356,1,1,1,1,1
fr3_walking_xyz,775,1341846340.634005,rgb/1341846340.634005.png,2940,1432,1,1,1,1,1
fr3_walking_xyz,776,1341846340.666028,rgb/1341846340.666028.png,3599,1271,1,1,1,1,1
fr3_walking_xyz,777,1341846340.701946,rgb/1341846340.701946.png,3402,1052,1,1,1,1,1
fr3_walking_xyz,778,1341846340.733954,rgb/1341846340.733954.png,2956,1014,1,1,1,1,1
fr3_walking_xyz,779,1341846340.770081,rgb/1341846340.770081.png,3227,1120,1,1,1,1,1
fr3_walking_xyz,780,1341846340.801980,rgb/1341846340.801980.png,3258,1040,1,1,1,1,1
fr3_walking_xyz,781,1341846340.833999,rgb/1341846340.833999.png,3519,1160,1,1,1,1,1
fr3_walking_xyz,782,1341846340.870013,rgb/1341846340.870013.png,3328,1109,1,1,1,1,1
fr3_walking_xyz,783,1341846340.901955,rgb/1341846340.901955.png,3703,1194,1,1,1,1,1
fr3_walking_xyz,784,1341846340.933918,rgb/1341846340.933918.png,3195,1096,1,1,1,1,1
fr3_walking_xyz,785,1341846340.970122,rgb/1341846340.970122.png,2634,1234,1,1,1,1,1
fr3_walking_xyz,786,1341846341.001922,rgb/1341846341.001922.png,3084,1411,1,1,1,1,1
fr3_walking_xyz,787,1341846341.037923,rgb/1341846341.037923.png,3207,1263,1,1,1,1,1
fr3_walking_xyz,788,1341846341.070300,rgb/1341846341.070300.png,3598,1389,1,1,1,1,1
fr3_walking_xyz,789,1341846341.102028,rgb/1341846341.102028.png,4126,1261,1,1,1,1,1
fr3_walking_xyz,790,1341846341.137982,rgb/1341846341.137982.png,3504,1494,1,1,1,1,1
fr3_walking_xyz,791,1341846341.170048,rgb/1341846341.170048.png,3484,1390,1,1,1,1,1
fr3_walking_xyz,792,1341846341.202110,rgb/1341846341.202110.png,2806,1489,1,1,1,1,1
fr3_walking_xyz,793,1341846341.237996,rgb/1341846341.237996.png,3974,1326,1,1,1,1,1
fr3_walking_xyz,794,1341846341.269883,rgb/1341846341.269883.png,4552,1559,1,1,1,1,1
fr3_walking_xyz,795,1341846341.306107,rgb/1341846341.306107.png,3688,1467,1,1,1,1,1
fr3_walking_xyz,796,1341846341.338109,rgb/1341846341.338109.png,3991,1767,1,1,1,1,1
fr3_walking_xyz,797,1341846341.370120,rgb/1341846341.370120.png,4093,1778,1,1,1,1,1
fr3_walking_xyz,798,1341846341.406074,rgb/1341846341.406074.png,4232,1657,1,1,1,1,1
fr3_walking_xyz,799,1341846341.438113,rgb/1341846341.438113.png,4120,1707,1,1,1,1,1
fr3_walking_xyz,800,1341846341.470024,rgb/1341846341.470024.png,3903,1536,1,1,1,1,1
fr3_walking_xyz,801,1341846341.506077,rgb/1341846341.506077.png,3902,1699,1,1,1,1,1
fr3_walking_xyz,802,1341846341.538156,rgb/1341846341.538156.png,3529,1347,1,1,1,1,1
fr3_walking_xyz,803,1341846341.574016,rgb/1341846341.574016.png,3822,1364,1,1,1,1,1
fr3_walking_xyz,804,1341846341.612466,rgb/1341846341.612466.png,4431,1646,1,1,1,1,1
fr3_walking_xyz,805,1341846341.643972,rgb/1341846341.643972.png,3879,1386,1,1,1,1,1
fr3_walking_xyz,806,1341846341.679982,rgb/1341846341.679982.png,4132,1390,1,1,1,1,1
fr3_walking_xyz,807,1341846341.712332,rgb/1341846341.712332.png,4213,1307,1,1,1,1,1
fr3_walking_xyz,808,1341846341.744185,rgb/1341846341.744185.png,4424,1523,1,1,1,1,1
fr3_walking_xyz,809,1341846341.780061,rgb/1341846341.780061.png,4512,1548,1,1,1,1,1
fr3_walking_xyz,810,1341846341.842595,rgb/1341846341.842595.png,4144,1575,1,1,1,1,1
fr3_walking_xyz,811,1341846341.906227,rgb/1341846341.906227.png,4412,1592,1,1,1,1,1
fr3_walking_xyz,812,1341846341.942069,rgb/1341846341.942069.png,4586,1329,1,1,1,1,1
fr3_walking_xyz,813,1341846341.974775,rgb/1341846341.974775.png,4788,1453,1,1,1,1,1
fr3_walking_xyz,814,1341846342.010161,rgb/1341846342.010161.png,4714,1446,1,1,1,1,1
fr3_walking_xyz,815,1341846342.042024,rgb/1341846342.042024.png,4624,1466,1,1,1,1,1
fr3_walking_xyz,816,1341846342.080032,rgb/1341846342.080032.png,4817,1387,1,1,1,1,1
fr3_walking_xyz,817,1341846342.112265,rgb/1341846342.112265.png,4620,1413,1,1,1,1,1
fr3_walking_xyz,818,1341846342.147954,rgb/1341846342.147954.png,4546,1399,1,1,1,1,1
fr3_walking_xyz,819,1341846342.179852,rgb/1341846342.179852.png,4776,1247,1,1,1,1,1
fr3_walking_xyz,820,1341846342.211848,rgb/1341846342.211848.png,4493,1277,1,1,1,1,1
fr3_walking_xyz,821,1341846342.247920,rgb/1341846342.247920.png,4959,1333,1,1,1,1,1
fr3_walking_xyz,822,1341846342.279870,rgb/1341846342.279870.png,4858,1319,1,1,1,1,1
fr3_walking_xyz,823,1341846342.316068,rgb/1341846342.316068.png,5081,1304,1,1,1,1,1
fr3_walking_xyz,824,1341846342.347894,rgb/1341846342.347894.png,4699,1304,1,1,1,1,1
fr3_walking_xyz,825,1341846342.379953,rgb/1341846342.379953.png,4705,1190,0,0,0,0,0
fr3_walking_xyz,826,1341846342.416195,rgb/1341846342.416195.png,4839,1227,0,0,0,0,0
fr3_walking_rpy,0,1341846647.802247,rgb/1341846647.802247.png,0,0,0,0,0,0,0
fr3_walking_rpy,1,1341846647.834093,rgb/1341846647.834093.png,236,236,0,0,0,0,0
fr3_walking_rpy,2,1341846647.866652,rgb/1341846647.866652.png,448,448,1,1,1,1,1
fr3_walking_rpy,3,1341846647.901972,rgb/1341846647.901972.png,531,532,1,1,1,1,1
fr3_walking_rpy,4,1341846647.934224,rgb/1341846647.934224.png,400,402,1,1,1,1,1
fr3_walking_rpy,5,1341846647.970225,rgb/1341846647.970225.png,226,224,1,1,1,1,1
fr3_walking_rpy,6,1341846648.002341,rgb/1341846648.002341.png,260,260,1,1,1,1,1
fr3_walking_rpy,7,1341846648.034343,rgb/1341846648.034343.png,272,273,1,1,1,1,1
fr3_walking_rpy,8,1341846648.070164,rgb/1341846648.070164.png,230,224,1,1,1,1,1
fr3_walking_rpy,9,1341846648.102152,rgb/1341846648.102152.png,288,242,1,1,1,1,1
fr3_walking_rpy,10,1341846648.138185,rgb/1341846648.138185.png,260,266,1,1,1,1,1
fr3_walking_rpy,11,1341846648.170568,rgb/1341846648.170568.png,316,273,1,1,1,1,1
fr3_walking_rpy,12,1341846648.202106,rgb/1341846648.202106.png,275,272,1,1,1,1,1
fr3_walking_rpy,13,1341846648.238157,rgb/1341846648.238157.png,269,327,1,1,1,1,1
fr3_walking_rpy,14,1341846648.270152,rgb/1341846648.270152.png,355,318,1,1,1,1,1
fr3_walking_rpy,15,1341846648.302183,rgb/1341846648.302183.png,313,347,1,1,1,1,1
fr3_walking_rpy,16,1341846648.338170,rgb/1341846648.338170.png,333,363,1,1,1,1,1
fr3_walking_rpy,17,1341846648.370216,rgb/1341846648.370216.png,344,386,1,1,1,1,1
fr3_walking_rpy,18,1341846648.406052,rgb/1341846648.406052.png,396,441,1,1,1,1,1
fr3_walking_rpy,19,1341846648.438342,rgb/1341846648.438342.png,442,443,1,1,1,1,1
fr3_walking_rpy,20,1341846648.470076,rgb/1341846648.470076.png,511,433,1,1,1,1,1
fr3_walking_rpy,21,1341846648.506263,rgb/1341846648.506263.png,499,388,1,1,1,1,1
fr3_walking_rpy,22,1341846648.538249,rgb/1341846648.538249.png,411,397,1,1,1,1,1
fr3_walking_rpy,23,1341846648.570179,rgb/1341846648.570179.png,594,593,1,1,1,1,1
fr3_walking_rpy,24,1341846648.606081,rgb/1341846648.606081.png,506,520,1,1,1,1,1
fr3_walking_rpy,25,1341846648.638395,rgb/1341846648.638395.png,501,527,1,1,1,1,1
fr3_walking_rpy,26,1341846648.674053,rgb/1341846648.674053.png,408,405,1,1,1,1,1
fr3_walking_rpy,27,1341846648.706058,rgb/1341846648.706058.png,443,430,1,1,1,1,1
fr3_walking_rpy,28,1341846648.738116,rgb/1341846648.738116.png,449,425,1,1,1,1,1
fr3_walking_rpy,29,1341846648.774049,rgb/1341846648.774049.png,442,376,1,1,1,1,1
fr3_walking_rpy,30,1341846648.805941,rgb/1341846648.805941.png,433,385,1,1,1,1,1
fr3_walking_rpy,31,1341846648.838602,rgb/1341846648.838602.png,417,333,1,1,1,1,1
fr3_walking_rpy,32,1341846648.874088,rgb/1341846648.874088.png,348,326,1,1,1,1,1
fr3_walking_rpy,33,1341846648.906165,rgb/1341846648.906165.png,392,61,1,1,1,1,1
fr3_walking_rpy,34,1341846648.942154,rgb/1341846648.942154.png,353,0,1,0,0,0,0
fr3_walking_rpy,35,1341846648.974090,rgb/1341846648.974090.png,335,114,1,1,1,1,1
fr3_walking_rpy,36,1341846649.006157,rgb/1341846649.006157.png,0,0,1,0,0,0,0
fr3_walking_rpy,37,1341846649.042101,rgb/1341846649.042101.png,335,78,1,1,1,1,1
fr3_walking_rpy,38,1341846649.074128,rgb/1341846649.074128.png,306,0,1,0,0,0,0
fr3_walking_rpy,39,1341846649.106188,rgb/1341846649.106188.png,331,81,1,1,1,1,1
fr3_walking_rpy,40,1341846649.142042,rgb/1341846649.142042.png,339,85,1,1,1,1,1
fr3_walking_rpy,41,1341846649.174442,rgb/1341846649.174442.png,353,86,1,1,1,1,1
fr3_walking_rpy,42,1341846649.216152,rgb/1341846649.216152.png,383,0,1,0,0,0,0
fr3_walking_rpy,43,1341846649.248048,rgb/1341846649.248048.png,400,0,1,0,0,0,0
fr3_walking_rpy,44,1341846649.280075,rgb/1341846649.280075.png,412,0,1,0,0,0,0
fr3_walking_rpy,45,1341846649.316071,rgb/1341846649.316071.png,407,0,1,0,0,0,0
fr3_walking_rpy,46,1341846649.348041,rgb/1341846649.348041.png,441,74,1,1,1,1,1
fr3_walking_rpy,47,1341846649.383973,rgb/1341846649.383973.png,415,0,1,0,0,0,0
fr3_walking_rpy,48,1341846649.416053,rgb/1341846649.416053.png,450,0,1,0,0,0,0
fr3_walking_rpy,49,1341846649.448084,rgb/1341846649.448084.png,459,0,1,0,0,0,0
fr3_walking_rpy,50,1341846649.484154,rgb/1341846649.484154.png,401,0,1,0,0,0,0
fr3_walking_rpy,51,1341846649.516198,rgb/1341846649.516198.png,457,0,1,0,0,0,0
fr3_walking_rpy,52,1341846649.552101,rgb/1341846649.552101.png,459,77,1,1,1,1,1
fr3_walking_rpy,53,1341846649.616167,rgb/1341846649.616167.png,456,0,1,0,0,0,0
fr3_walking_rpy,54,1341846649.678101,rgb/1341846649.678101.png,478,0,1,0,0,0,0
fr3_walking_rpy,55,1341846649.710937,rgb/1341846649.710937.png,417,247,1,1,1,1,1
fr3_walking_rpy,56,1341846649.746112,rgb/1341846649.746112.png,442,280,1,1,1,1,1
fr3_walking_rpy,57,1341846649.778019,rgb/1341846649.778019.png,494,360,1,1,1,1,1
fr3_walking_rpy,58,1341846649.810257,rgb/1341846649.810257.png,480,352,1,1,1,1,1
fr3_walking_rpy,59,1341846649.846059,rgb/1341846649.846059.png,490,393,1,1,1,1,1
fr3_walking_rpy,60,1341846649.878137,rgb/1341846649.878137.png,538,425,1,1,1,1,1
fr3_walking_rpy,61,1341846649.914184,rgb/1341846649.914184.png,549,410,1,1,1,1,1
fr3_walking_rpy,62,1341846649.952612,rgb/1341846649.952612.png,593,520,1,1,1,1,1
fr3_walking_rpy,63,1341846650.014156,rgb/1341846650.014156.png,591,489,1,1,1,1,1
fr3_walking_rpy,64,1341846650.046184,rgb/1341846650.046184.png,563,385,1,1,1,1,1
fr3_walking_rpy,65,1341846650.078250,rgb/1341846650.078250.png,491,458,1,1,1,1,1
fr3_walking_rpy,66,1341846650.114215,rgb/1341846650.114215.png,558,450,1,1,1,1,1
fr3_walking_rpy,67,1341846650.146137,rgb/1341846650.146137.png,554,492,1,1,1,1,1
fr3_walking_rpy,68,1341846650.182236,rgb/1341846650.182236.png,576,518,1,1,1,1,1
fr3_walking_rpy,69,1341846650.214164,rgb/1341846650.214164.png,576,511,1,1,1,1,1
fr3_walking_rpy,70,1341846650.246084,rgb/1341846650.246084.png,598,464,1,1,1,1,1
fr3_walking_rpy,71,1341846650.282167,rgb/1341846650.282167.png,616,551,1,1,1,1,1
fr3_walking_rpy,72,1341846650.314158,rgb/1341846650.314158.png,624,561,1,1,1,1,1
fr3_walking_rpy,73,1341846650.350453,rgb/1341846650.350453.png,627,639,1,1,1,1,1
fr3_walking_rpy,74,1341846650.382075,rgb/1341846650.382075.png,626,647,1,1,1,1,1
fr3_walking_rpy,75,1341846650.414224,rgb/1341846650.414224.png,627,643,1,1,1,1,1
fr3_walking_rpy,76,1341846650.450353,rgb/1341846650.450353.png,658,655,1,1,1,1,1
fr3_walking_rpy,77,1341846650.484849,rgb/1341846650.484849.png,648,664,1,1,1,1,1
fr3_walking_rpy,78,1341846650.514091,rgb/1341846650.514091.png,660,635,1,1,1,1,1
fr3_walking_rpy,79,1341846650.550746,rgb/1341846650.550746.png,660,628,1,1,1,1,1
fr3_walking_rpy,80,1341846650.582069,rgb/1341846650.582069.png,671,663,1,1,1,1,1
fr3_walking_rpy,81,1341846650.618092,rgb/1341846650.618092.png,696,623,1,1,1,1,1
fr3_walking_rpy,82,1341846650.650422,rgb/1341846650.650422.png,704,673,1,1,1,1,1
fr3_walking_rpy,83,1341846650.682114,rgb/1341846650.682114.png,556,645,1,1,1,1,1
